x	n	u	Events
-28.5	-57.33	20.79	0.0
-22.61	-59.11	30.47	0.0
-29.72	-56.41	24.15	0.0
-29.74	-57.2	20.09	0.0
-29.31	-56.27	30.69	0.0
-25.89	-57.27	28.95	0.0
-28.86	-56.46	14.17	0.0
-30.25	-56.28	13.42	0.0
-30.15	-56.5	11.14	0.0
-30.74	-56.0	14.44	0.0
-29.65	-57.73	11.72	0.0
-30.48	-56.48	14.24	0.0
-30.41	-56.07	20.66	0.0
-31.4	-57.02	16.91	0.0
-29.9	-55.36	19.11	0.0
-32.26	-55.34	21.65	0.0
-30.66	-57.7	17.31	0.0
-26.62	-56.52	15.21	0.0
-29.93	-56.1	14.63	0.0
-31.1	-56.72	9.78	0.0
-30.43	-56.72	9.17	0.0
-31.4	-55.75	15.23	0.0
-29.69	-55.0	14.09	0.0
-28.69	-56.74	8.03	0.0
-29.61	-56.42	12.66	0.0
-30.08	-55.21	10.59	0.0
-31.44	-54.74	15.28	0.0
-31.43	-55.42	20.65	0.0
-30.49	-55.41	10.92	0.0
-30.94	-54.71	15.07	0.0
-29.59	-55.35	15.99	0.0
-30.26	-54.56	14.93	0.0
-32.34	-54.91	12.93	0.0
-32.29	-55.16	2.64	0.0
-30.23	-53.79	7.56	0.0
-31.71	-54.9	14.31	0.0
-33.63	-54.28	17.54	0.0
-30.35	-53.96	16.3	0.0
-23.53	-57.06	18.62	0.0
-29.78	-53.92	13.72	0.0
-31.96	-53.69	16.54	0.0
-30.14	-54.22	14.97	0.0
-29.75	-54.54	16.17	0.0
-30.86	-54.41	19.23	0.0
-31.43	-53.42	18.22	0.0
-32.57	-56.81	12.78	0.0
-30.71	-55.07	6.31	0.0
-31.72	-53.73	8.65	0.0
-30.76	-54.12	18.08	0.0
-30.56	-54.48	12.62	0.0
-30.23	-52.73	13.2	0.0
-29.95	-52.93	12.33	0.0
-30.62	-54.0	12.07	0.0
-29.52	-54.59	15.18	0.0
-31.02	-53.02	19.47	0.0
-31.19	-53.75	6.98	0.0
-29.23	-53.25	14.3	0.0
-27.4	-54.01	13.38	0.0
-31.34	-52.62	13.95	0.0
-30.6	-52.47	10.79	0.0
-30.51	-54.33	10.45	0.0
-31.78	-52.38	10.78	0.0
-31.3	-51.99	10.06	0.0
-31.17	-51.86	9.15	0.0
-30.38	-52.41	11.16	0.0
-33.15	-51.3	15.44	0.0
-31.59	-50.7	9.33	0.0
-31.22	-51.44	14.2	0.0
-31.29	-51.78	14.14	0.0
-29.65	-52.23	16.19	0.0
-30.58	-50.8	14.6	0.0
-31.55	-51.67	11.75	0.0
-31.1	-52.37	14.93	0.0
-30.97	-51.51	5.73	0.0
-30.66	-51.19	6.99	0.0
-30.53	-50.93	13.86	0.0
-30.82	-52.37	11.35	0.0
-30.74	-52.81	10.97	0.0
-31.07	-50.59	11.52	0.0
-30.68	-50.97	22.27	0.0
-33.7	-49.0	28.31	0.0
-28.52	-52.49	15.9	0.0
-30.36	-52.89	18.1	0.0
-31.4	-53.89	12.89	0.0
-34.27	-52.6	15.18	1.0
-32.13	-52.17	14.04	1.0
-30.85	-51.97	14.39	1.0
-31.47	-51.91	15.36	1.0
-31.52	-52.04	12.43	1.0
-31.62	-52.53	9.61	1.0
-31.13	-50.99	6.89	1.0
-29.67	-50.58	6.44	1.0
-30.53	-51.96	12.62	1.0
-31.59	-52.26	10.17	1.0
-29.56	-52.23	12.59	1.0
-30.57	-53.55	12.31	1.0
-29.33	-52.73	16.92	1.0
-30.41	-52.03	14.4	1.0
-29.81	-52.8	11.31	1.0
-30.31	-51.85	16.08	1.0
-31.0	-51.61	8.34	1.0
-29.14	-51.52	8.15	1.0
-28.13	-50.91	9.78	1.0
-29.56	-52.76	10.67	1.0
-28.65	-53.41	13.2	1.0
-32.63	-52.8	9.27	1.0
-29.35	-53.31	6.86	1.0
-29.81	-52.79	13.41	1.0
-29.25	-52.94	11.42	1.0
-28.6	-52.43	6.56	1.0
-30.17	-52.27	7.69	1.0
-23.82	-51.65	7.46	1.0
-16.03	-58.45	12.94	1.0
-11.79	-57.49	18.22	1.0
-8.74	-58.43	14.89	1.0
-2.8	-58.09	16.4	1.0
1.86	-59.09	12.57	1.0
0.51	-58.24	20.62	1.0
5.81	-56.36	7.34	1.0
3.3	-59.87	14.51	1.0
3.11	-60.03	12.18	1.0
4.94	-59.94	7.05	1.0
2.41	-60.24	8.9	1.0
3.12	-58.88	14.83	1.0
4.99	-59.69	9.73	1.0
4.38	-59.3	11.7	1.0
6.25	-59.71	12.02	1.0
7.38	-59.18	10.87	1.0
8.88	-59.09	9.74	1.0
11.35	-59.28	5.43	1.0
12.16	-60.07	5.51	1.0
13.19	-59.11	0.33	1.0
11.17	-59.35	1.69	1.0
13.16	-58.2	8.37	1.0
13.72	-59.39	0.58	1.0
13.59	-59.93	1.74	1.0
12.6	-58.74	9.74	1.0
12.54	-58.35	11.24	1.0
15.22	-59.9	5.74	1.0
13.74	-58.82	3.19	1.0
12.04	-58.31	6.95	1.0
12.27	-58.53	6.04	1.0
13.37	-58.21	6.93	1.0
12.49	-58.61	8.32	1.0
13.22	-59.5	7.0	1.0
14.24	-58.79	8.14	1.0
12.64	-59.14	2.12	1.0
13.31	-58.1	6.03	1.0
13.89	-57.64	2.25	1.0
13.72	-58.53	5.62	1.0
14.03	-59.44	5.31	1.0
12.77	-60.6	0.6	1.0
16.15	-58.39	0.9	1.0
14.27	-58.86	10.03	1.0
14.87	-59.62	9.65	0.0
13.39	-59.09	17.69	0.0
15.15	-57.62	1.71	0.0
14.69	-58.73	2.95	0.0
14.41	-60.16	3.14	0.0
15.41	-59.18	0.77	0.0
14.01	-57.9	3.58	0.0
15.36	-59.22	6.35	0.0
14.15	-59.25	1.15	0.0
15.39	-58.68	7.67	0.0
13.47	-58.31	6.25	0.0
14.88	-58.94	6.52	0.0
13.69	-59.55	7.07	0.0
14.55	-58.94	10.02	0.0
15.1	-57.74	11.55	0.0
14.85	-59.69	2.05	0.0
14.99	-56.48	7.54	0.0
16.13	-58.89	6.79	0.0
17.59	-58.54	1.02	0.0
15.91	-58.69	3.26	0.0
14.09	-58.97	3.14	0.0
13.97	-58.5	0.93	0.0
16.24	-57.28	3.33	0.0
15.35	-58.3	1.28	0.0
15.1	-58.03	1.04	0.0
14.1	-57.89	0.24	0.0
18.68	-61.57	13.79	0.0
16.38	-58.32	5.97	0.0
14.1	-58.07	-2.49	0.0
13.62	-57.66	-1.54	0.0
14.87	-58.37	-10.34	0.0
15.6	-57.32	0.11	0.0
13.72	-57.69	3.83	0.0
12.19	-57.59	-1.44	0.0
12.79	-58.54	-0.97	0.0
15.29	-57.97	0.42	0.0
14.11	-58.91	6.92	0.0
15.61	-57.66	9.94	0.0
14.28	-56.68	-0.3	0.0
15.5	-57.42	0.88	0.0
14.61	-58.03	-4.01	0.0
15.0	-58.05	4.56	0.0
13.6	-57.72	4.62	0.0
12.79	-57.74	3.7	0.0
14.04	-57.03	4.93	0.0
14.73	-57.0	-4.73	0.0
14.31	-57.15	-3.09	0.0
13.09	-56.89	-2.83	0.0
13.37	-56.77	-3.65	0.0
13.38	-55.91	0.62	0.0
13.31	-57.45	0.62	0.0
13.94	-57.52	-0.22	0.0
19.52	-59.1	2.19	0.0
15.19	-58.25	-4.24	0.0
13.79	-57.32	3.96	0.0
12.4	-57.45	-2.68	0.0
11.17	-56.35	7.93	0.0
13.96	-57.44	2.65	0.0
14.04	-56.49	5.05	0.0
14.82	-58.48	0.06	0.0
14.54	-56.71	4.42	0.0
14.43	-57.17	0.33	0.0
17.86	-57.73	-3.68	0.0
15.33	-57.09	1.38	0.0
15.64	-56.94	3.23	0.0
16.21	-56.39	5.75	0.0
14.26	-56.04	4.64	0.0
13.87	-56.44	0.23	0.0
16.13	-57.13	-1.98	0.0
15.49	-56.47	-3.38	0.0
16.32	-57.41	-0.47	0.0
15.81	-54.85	-0.54	0.0
16.77	-56.05	1.82	0.0
15.69	-55.62	1.48	0.0
14.93	-56.51	3.88	0.0
16.43	-56.18	1.85	0.0
14.18	-56.21	-1.21	0.0
16.19	-55.97	2.8	0.0
13.68	-55.39	5.98	0.0
15.37	-55.63	2.21	0.0
14.86	-55.51	5.78	0.0
12.95	-55.64	2.27	0.0
13.97	-56.32	0.37	0.0
14.76	-56.08	0.29	0.0
14.44	-56.36	2.42	0.0
15.57	-55.41	3.38	0.0
15.46	-55.11	-0.51	0.0
15.04	-54.67	-3.37	0.0
12.48	-55.65	-4.32	0.0
13.71	-54.75	3.8	0.0
13.18	-55.86	3.67	0.0
13.67	-55.57	-0.74	0.0
13.68	-55.5	0.04	0.0
12.37	-55.73	-1.52	0.0
11.19	-54.59	10.53	0.0
15.23	-56.16	-1.22	0.0
15.89	-57.33	4.11	0.0
13.03	-53.35	0.1	0.0
12.03	-54.91	-4.21	0.0
13.08	-56.19	4.2	0.0
12.61	-54.05	1.22	0.0
14.03	-56.23	5.07	0.0
12.81	-54.42	-0.31	0.0
13.07	-54.27	-4.37	0.0
12.37	-54.22	2.72	0.0
13.15	-52.76	11.09	0.0
10.4	-51.27	-1.01	0.0
10.06	-54.03	-2.32	0.0
11.38	-53.74	7.49	0.0
9.93	-53.31	11.41	0.0
12.81	-54.9	11.61	0.0
9.79	-54.03	-0.22	0.0
12.68	-54.4	-3.82	0.0
13.74	-54.27	1.26	0.0
10.83	-52.09	2.15	0.0
11.93	-54.28	2.29	0.0
13.8	-53.2	1.03	0.0
11.75	-52.93	-2.93	0.0
10.63	-52.62	4.21	0.0
11.9	-53.5	5.11	0.0
10.5	-51.89	3.66	0.0
11.0	-53.56	7.84	0.0
12.11	-52.86	9.67	0.0
11.61	-51.93	3.95	0.0
10.09	-52.13	3.07	0.0
12.28	-52.78	2.29	0.0
12.02	-51.98	7.43	0.0
11.42	-53.34	4.5	0.0
10.84	-51.66	2.55	0.0
14.46	-53.8	7.54	0.0
11.29	-53.01	11.71	0.0
10.15	-52.1	7.57	0.0
11.65	-51.24	-1.57	0.0
9.73	-51.75	0.52	0.0
9.79	-52.35	-2.41	0.0
10.86	-50.66	8.26	0.0
12.81	-55.02	-1.35	0.0
10.96	-51.19	5.48	0.0
10.95	-52.1	3.77	0.0
10.35	-51.65	2.3	0.0
11.55	-51.2	5.16	0.0
11.62	-49.98	2.28	0.0
12.6	-50.9	-5.26	0.0
13.98	-50.75	3.5	0.0
11.7	-53.13	6.0	0.0
13.46	-51.71	4.85	0.0
11.42	-51.78	2.11	0.0
10.04	-50.71	5.98	0.0
15.45	-52.39	6.48	0.0
11.09	-53.23	14.52	0.0
10.63	-50.42	7.69	0.0
11.73	-52.03	7.4	0.0
10.99	-51.08	11.71	0.0
11.64	-50.73	-1.22	0.0
9.97	-47.13	7.92	0.0
11.01	-49.7	6.65	0.0
9.44	-50.05	6.16	0.0
10.39	-50.59	0.42	0.0
10.0	-50.9	-1.54	0.0
10.09	-51.57	4.52	0.0
10.45	-51.08	7.89	0.0
9.82	-50.58	6.06	0.0
10.3	-50.09	3.08	0.0
10.84	-50.86	6.91	0.0
8.65	-49.03	2.44	0.0
9.58	-49.53	-0.27	0.0
7.11	-50.39	-1.18	0.0
9.05	-50.25	2.37	0.0
12.17	-49.74	4.36	0.0
11.87	-50.91	9.33	0.0
12.87	-50.25	8.57	0.0
15.34	-52.89	11.89	0.0
11.27	-49.9	5.8	0.0
12.09	-51.17	2.95	0.0
10.93	-50.25	2.03	0.0
9.63	-50.7	-7.89	0.0
10.42	-49.91	-0.52	0.0
10.49	-48.84	3.86	0.0
9.45	-47.79	7.07	0.0
8.24	-49.36	7.39	0.0
9.97	-49.17	2.74	0.0
9.46	-50.26	3.43	0.0
8.97	-48.74	1.71	0.0
9.18	-48.73	-2.82	0.0
8.4	-48.15	-0.86	0.0
8.52	-49.45	-0.3	0.0
8.45	-47.44	3.34	0.0
9.38	-48.24	2.22	0.0
8.33	-48.8	5.14	0.0
10.69	-49.69	8.88	0.0
9.09	-48.56	4.29	0.0
8.27	-46.11	-3.1	0.0
9.74	-47.84	-2.21	0.0
7.63	-47.35	3.52	0.0
7.46	-48.0	-1.99	0.0
9.61	-48.42	-0.82	0.0
8.26	-47.18	6.92	0.0
7.91	-47.82	6.97	0.0
7.81	-48.49	8.36	0.0
8.64	-48.23	6.08	0.0
8.83	-47.42	9.72	0.0
8.28	-46.69	7.03	0.0
8.71	-47.63	10.0	0.0
8.03	-48.9	8.41	0.0
10.51	-47.84	16.96	0.0
5.47	-46.26	7.33	0.0
7.82	-45.77	0.21	0.0
7.69	-48.83	1.01	0.0
7.52	-47.36	2.88	0.0
6.96	-45.68	3.42	0.0
7.91	-48.12	6.81	0.0
9.01	-45.4	0.34	0.0
7.43	-46.24	12.09	0.0
6.36	-47.44	4.65	0.0
7.03	-46.87	6.44	0.0
7.05	-46.14	9.16	0.0
5.79	-46.55	5.88	0.0
6.16	-46.47	7.11	0.0
6.44	-46.59	1.85	0.0
6.56	-46.8	3.89	0.0
7.5	-45.72	5.66	0.0
6.81	-46.28	-2.28	0.0
7.51	-44.86	3.19	0.0
7.27	-45.83	-7.35	0.0
4.67	-46.06	5.49	0.0
5.26	-45.51	6.41	0.0
7.6	-45.26	-0.64	0.0
8.21	-46.06	3.84	0.0
5.46	-47.27	3.03	0.0
7.49	-44.82	4.89	0.0
7.85	-45.99	4.46	0.0
7.48	-45.01	7.79	0.0
7.07	-45.84	0.15	0.0
7.27	-46.69	1.74	0.0
8.37	-44.08	6.75	0.0
7.49	-44.07	15.11	0.0
7.2	-45.96	19.79	0.0
6.36	-47.31	7.45	0.0
7.38	-45.98	4.94	0.0
6.85	-46.12	5.48	0.0
7.4	-45.54	7.08	0.0
7.81	-44.69	6.05	0.0
7.23	-44.56	5.24	0.0
6.41	-44.45	2.57	0.0
6.26	-45.11	6.54	0.0
6.16	-43.57	15.06	0.0
6.31	-44.36	8.26	0.0
8.1	-45.13	1.95	0.0
6.44	-43.82	6.3	0.0
6.45	-43.8	8.95	0.0
8.11	-44.64	9.48	0.0
6.36	-44.3	9.43	0.0
3.66	-40.53	1.51	0.0
5.23	-41.25	10.33	0.0
7.64	-42.67	-1.91	0.0
6.56	-43.43	1.46	0.0
5.79	-43.34	4.41	0.0
6.94	-43.78	7.24	0.0
7.09	-42.88	2.87	0.0
7.29	-43.01	0.53	0.0
6.56	-43.63	5.17	0.0
5.96	-42.71	6.31	0.0
6.14	-42.72	6.56	0.0
3.01	-43.81	4.65	0.0
7.4	-41.7	9.33	0.0
6.31	-43.09	3.83	0.0
4.95	-42.89	6.49	0.0
7.04	-41.66	-2.29	0.0
6.25	-42.18	2.32	0.0
1.18	-40.89	8.86	0.0
6.23	-41.38	4.28	0.0
5.18	-42.93	5.98	0.0
6.05	-41.32	9.4	0.0
7.26	-40.87	9.45	0.0
5.73	-42.92	0.18	0.0
6.58	-41.76	8.38	0.0
4.42	-42.51	8.22	0.0
7.41	-42.52	6.96	0.0
4.41	-42.16	10.07	0.0
3.93	-40.71	9.81	0.0
2.22	-38.14	16.54	0.0
4.83	-40.95	6.04	0.0
5.89	-40.47	11.28	0.0
5.48	-40.82	24.01	0.0
4.19	-41.21	13.99	0.0
5.73	-40.55	7.95	1.0
6.07	-41.41	7.24	1.0
4.18	-42.49	5.34	1.0
4.08	-42.12	1.02	1.0
3.08	-41.6	7.09	1.0
5.05	-42.49	9.06	1.0
3.97	-43.6	8.73	1.0
3.73	-41.63	5.83	1.0
4.75	-42.15	8.76	1.0
4.92	-42.58	6.19	1.0
5.93	-41.8	2.21	1.0
4.2	-41.91	1.02	1.0
6.38	-42.9	6.6	1.0
6.71	-41.65	7.31	1.0
6.43	-42.16	8.6	1.0
5.55	-42.7	9.86	1.0
7.74	-40.48	5.66	1.0
12.81	-41.41	-2.83	1.0
14.29	-42.6	-1.49	1.0
12.37	-43.73	7.9	1.0
13.56	-45.32	10.16	1.0
11.69	-43.5	14.56	1.0
10.26	-45.15	11.61	1.0
14.28	-44.4	12.5	1.0
13.86	-45.68	12.08	1.0
12.22	-45.68	4.16	1.0
11.45	-43.91	-2.63	1.0
13.18	-42.94	1.54	0.0
13.45	-42.78	6.73	0.0
13.04	-42.91	9.14	0.0
12.14	-42.33	6.5	0.0
11.69	-43.41	6.43	0.0
12.83	-44.31	5.67	0.0
11.37	-42.81	6.02	0.0
10.23	-43.86	8.69	0.0
11.47	-44.45	5.19	0.0
9.4	-43.7	8.18	0.0
9.03	-44.05	10.08	0.0
10.66	-44.68	11.43	0.0
9.68	-43.44	7.07	0.0
8.93	-43.04	4.24	0.0
8.46	-42.6	6.98	0.0
8.28	-41.32	-1.63	0.0
9.95	-41.78	4.46	0.0
10.44	-41.28	9.18	0.0
9.22	-40.72	11.98	0.0
9.46	-42.79	10.5	0.0
14.28	-41.96	9.08	0.0
10.88	-41.83	7.01	0.0
10.5	-40.97	9.46	0.0
9.35	-41.29	6.79	0.0
11.67	-40.35	7.14	0.0
9.19	-40.52	0.58	0.0
9.33	-42.17	3.06	0.0
8.06	-38.99	5.7	0.0
9.05	-39.79	-5.29	0.0
10.36	-42.11	-1.73	0.0
11.66	-41.68	-0.19	0.0
11.22	-41.38	-1.47	0.0
9.88	-41.89	1.27	0.0
8.6	-41.46	2.25	0.0
9.82	-41.42	8.96	0.0
8.82	-41.5	6.12	0.0
6.79	-41.39	7.2	0.0
9.25	-42.21	9.27	0.0
9.95	-41.17	6.85	0.0
8.64	-40.52	7.43	0.0
15.8	-45.31	4.94	0.0
14.05	-42.04	9.7	0.0
12.85	-40.18	-10.08	0.0
10.49	-40.7	4.16	0.0
9.75	-40.09	1.71	0.0
10.09	-40.74	1.81	0.0
9.27	-41.82	0.22	0.0
7.06	-40.01	7.47	0.0
6.71	-39.93	3.31	0.0
8.72	-40.24	0.36	0.0
9.63	-40.26	6.81	0.0
10.91	-39.35	1.53	0.0
8.06	-39.97	2.43	0.0
10.07	-40.45	2.65	0.0
8.63	-39.26	9.78	0.0
5.65	-39.64	12.06	0.0
6.02	-39.11	2.1	0.0
7.84	-40.44	3.76	0.0
8.39	-40.8	0.54	0.0
6.69	-40.89	1.7	0.0
7.36	-37.29	2.97	0.0
6.4	-38.47	1.31	0.0
6.63	-39.02	3.95	0.0
8.51	-39.53	3.62	0.0
7.34	-39.99	1.95	0.0
6.95	-37.16	9.32	0.0
6.51	-40.64	11.42	0.0
10.66	-38.31	-0.28	0.0
6.02	-38.42	6.51	0.0
12.42	-40.34	-0.69	0.0
12.71	-40.59	5.92	0.0
10.22	-41.26	-0.04	0.0
7.92	-38.66	0.77	0.0
6.89	-38.03	2.19	0.0
7.15	-38.57	3.44	0.0
6.86	-38.35	1.01	0.0
7.77	-37.82	2.17	0.0
7.02	-38.34	1.19	0.0
6.54	-37.89	4.19	0.0
7.17	-38.36	-2.91	0.0
6.46	-36.91	6.4	0.0
5.78	-38.95	-1.65	0.0
6.6	-37.86	1.25	0.0
6.1	-37.56	1.49	0.0
6.69	-37.41	3.23	0.0
7.64	-37.88	3.15	0.0
7.68	-37.98	-0.87	0.0
5.47	-37.76	0.31	0.0
4.66	-38.73	10.26	0.0
7.23	-36.28	9.17	0.0
6.99	-37.1	2.37	0.0
7.37	-37.06	2.64	0.0
6.58	-38.89	8.92	0.0
5.1	-37.43	1.01	0.0
6.14	-37.47	5.07	0.0
7.57	-36.85	-0.33	0.0
6.04	-37.17	0.24	0.0
5.24	-37.39	1.63	0.0
6.31	-36.7	4.19	0.0
6.48	-35.97	5.89	0.0
5.68	-37.04	-3.05	0.0
5.44	-36.21	1.48	0.0
4.57	-35.74	6.51	0.0
8.25	-35.7	-1.32	0.0
6.25	-35.47	5.9	0.0
6.67	-36.24	-0.69	0.0
6.61	-37.38	-1.12	0.0
4.88	-37.47	2.62	0.0
5.3	-38.41	-6.38	0.0
6.91	-35.96	-5.06	0.0
7.32	-36.16	-6.18	0.0
6.32	-35.47	-4.14	0.0
4.16	-36.38	-2.97	0.0
4.38	-35.04	3.11	0.0
5.29	-34.22	-1.43	0.0
6.16	-35.25	0.3	0.0
5.06	-35.64	0.88	0.0
4.97	-35.04	-2.49	0.0
3.77	-34.87	0.1	0.0
4.03	-34.45	0.66	0.0
7.34	-36.71	-1.2	0.0
10.96	-34.91	-2.44	0.0
9.5	-33.24	-0.77	0.0
9.64	-37.5	2.35	0.0
5.1	-33.86	-5.78	0.0
10.15	-34.99	-2.56	0.0
6.91	-35.25	-0.14	0.0
4.66	-34.89	-1.09	0.0
2.54	-32.55	-2.18	0.0
6.95	-34.44	-3.62	0.0
4.06	-33.2	-0.88	0.0
3.23	-33.52	-6.3	0.0
2.81	-33.56	-7.31	0.0
2.54	-33.76	-5.34	0.0
1.67	-35.42	-2.67	0.0
1.99	-33.86	1.09	0.0
1.06	-34.58	-1.64	0.0
1.49	-33.49	0.54	0.0
4.07	-33.6	-1.44	0.0
4.04	-33.63	-9.96	0.0
4.35	-32.72	-10.22	0.0
3.11	-32.67	-2.06	0.0
5.04	-34.17	-2.25	0.0
2.23	-33.44	0.03	0.0
4.32	-33.65	1.43	0.0
3.32	-33.74	-1.27	0.0
2.54	-33.61	0.93	0.0
2.59	-33.94	-6.72	0.0
2.61	-34.11	-0.82	0.0
1.23	-33.46	-0.39	0.0
4.31	-33.43	-2.79	0.0
3.07	-33.91	-7.21	0.0
7.16	-34.35	1.62	0.0
1.25	-33.58	-1.59	0.0
1.13	-33.63	-0.96	0.0
2.58	-34.3	-2.7	0.0
3.53	-32.79	3.96	0.0
2.73	-32.2	-2.52	0.0
3.21	-32.99	1.56	0.0
2.5	-33.63	1.51	0.0
2.33	-31.52	-11.67	0.0
2.47	-32.59	-9.18	0.0
2.35	-32.52	-3.82	0.0
3.49	-31.6	-2.32	0.0
2.25	-32.47	-6.02	0.0
2.8	-31.43	-4.02	0.0
2.45	-31.49	-3.07	0.0
2.56	-32.49	-1.35	0.0
2.21	-31.77	-2.6	0.0
1.91	-31.65	2.53	0.0
1.45	-33.38	-3.47	0.0
0.61	-32.3	6.52	0.0
3.02	-32.2	-2.34	0.0
0.51	-31.84	-1.64	0.0
1.94	-33.3	-2.22	0.0
1.92	-31.41	3.5	0.0
1.92	-32.39	3.32	0.0
1.75	-31.42	0.8	0.0
1.68	-31.11	-4.69	0.0
2.95	-31.61	-4.61	0.0
2.79	-31.86	-1.8	0.0
1.36	-31.27	-0.96	0.0
1.9	-31.42	-0.63	0.0
2.2	-31.1	0.11	0.0
1.0	-30.74	3.49	0.0
1.45	-31.17	0.64	0.0
2.19	-30.01	1.7	0.0
1.7	-31.37	3.72	0.0
3.0	-29.8	5.41	0.0
1.02	-31.74	0.67	0.0
3.42	-31.14	3.52	0.0
0.36	-31.01	-0.62	0.0
5.05	-32.1	6.12	0.0
2.59	-30.05	3.98	0.0
0.53	-31.55	2.91	0.0
1.79	-30.01	0.96	0.0
0.73	-29.61	3.71	0.0
3.31	-28.19	-4.65	0.0
4.45	-30.23	0.54	0.0
2.74	-29.91	4.03	0.0
2.56	-30.03	4.88	0.0
-1.23	-31.04	3.41	0.0
4.9	-30.47	1.18	0.0
1.97	-30.2	5.27	0.0
1.16	-30.29	10.88	0.0
2.13	-30.2	1.58	0.0
2.69	-29.81	1.74	0.0
1.03	-30.46	4.64	0.0
1.14	-29.75	5.8	0.0
4.38	-31.94	6.93	0.0
2.41	-28.78	7.22	0.0
3.68	-29.52	5.62	0.0
3.64	-30.04	2.5	0.0
4.73	-31.02	-0.57	0.0
4.08	-30.81	2.43	0.0
3.57	-30.98	0.7	0.0
3.63	-31.1	0.18	0.0
4.87	-31.59	-6.05	0.0
4.33	-30.91	2.97	0.0
2.58	-30.8	3.14	0.0
2.9	-29.01	-0.07	0.0
1.75	-29.75	1.53	0.0
0.07	-28.89	6.28	0.0
2.62	-30.05	5.78	0.0
4.01	-29.41	11.86	0.0
3.02	-31.09	6.69	0.0
4.7	-29.21	-0.89	0.0
2.9	-30.29	5.69	0.0
4.5	-30.49	4.37	0.0
2.93	-29.58	5.0	0.0
3.3	-30.21	8.11	0.0
4.11	-30.26	8.25	0.0
1.55	-32.15	9.14	0.0
3.71	-31.18	-3.75	0.0
1.09	-29.46	3.29	0.0
1.28	-30.31	8.18	0.0
2.55	-31.59	4.76	0.0
1.72	-29.02	8.34	0.0
2.78	-29.3	7.21	0.0
2.86	-26.74	5.97	0.0
5.47	-26.91	13.63	0.0
3.44	-29.67	13.33	0.0
4.2	-29.12	10.44	0.0
3.34	-28.69	2.43	0.0
3.82	-28.68	8.22	0.0
3.99	-29.19	10.58	0.0
3.23	-29.58	2.42	0.0
7.38	-29.11	5.71	0.0
4.03	-27.27	1.71	0.0
4.21	-27.3	0.98	0.0
2.92	-28.36	2.29	0.0
2.89	-28.64	2.52	0.0
4.03	-28.29	2.44	0.0
3.27	-27.04	10.04	0.0
3.69	-26.97	3.2	0.0
6.54	-28.46	-0.94	0.0
3.17	-26.53	0.58	0.0
6.24	-26.28	-0.55	0.0
3.86	-29.18	12.08	0.0
5.7	-27.47	10.96	0.0
5.07	-27.52	7.53	0.0
4.87	-25.84	18.18	0.0
4.65	-26.51	3.71	1.0
5.18	-26.54	7.07	1.0
4.05	-27.23	3.16	1.0
3.68	-26.53	3.21	1.0
2.73	-28.2	13.71	1.0
4.05	-27.75	2.57	1.0
2.04	-24.6	2.95	1.0
3.88	-27.17	1.54	1.0
3.49	-26.56	4.52	1.0
3.95	-26.96	0.28	1.0
1.96	-24.71	5.66	1.0
2.23	-26.78	2.11	1.0
2.42	-24.44	5.2	1.0
4.92	-25.15	4.33	1.0
3.33	-25.68	2.36	1.0
2.52	-26.95	6.6	1.0
4.29	-26.56	11.62	1.0
4.14	-26.17	7.85	1.0
4.64	-27.7	8.94	1.0
4.73	-27.28	8.33	1.0
8.65	-29.22	12.38	1.0
9.47	-27.81	10.96	1.0
12.73	-28.12	10.54	1.0
13.9	-29.12	5.31	1.0
14.16	-27.95	9.93	1.0
14.09	-29.33	4.45	1.0
13.44	-30.63	4.43	1.0
13.66	-30.03	6.46	1.0
14.87	-28.63	5.72	1.0
16.17	-29.33	4.89	1.0
15.52	-28.66	1.52	1.0
15.35	-30.65	2.58	1.0
15.03	-29.28	6.63	1.0
15.67	-28.65	4.06	1.0
14.98	-28.6	8.98	1.0
13.12	-30.6	4.27	1.0
16.16	-27.16	5.69	1.0
14.53	-28.2	0.04	1.0
15.3	-27.62	-1.06	1.0
16.12	-28.57	0.86	1.0
15.44	-28.26	5.0	1.0
14.11	-27.69	9.79	1.0
15.66	-28.69	10.16	1.0
12.56	-27.89	0.85	0.0
12.14	-27.71	-2.27	0.0
15.18	-26.25	3.78	0.0
15.19	-27.09	3.73	0.0
14.53	-27.21	12.5	0.0
13.98	-28.14	5.14	0.0
18.91	-25.49	4.57	0.0
18.97	-28.48	5.48	0.0
15.22	-27.34	5.73	0.0
15.55	-27.8	-3.59	0.0
14.28	-27.75	5.83	0.0
14.12	-27.64	9.7	0.0
15.23	-27.14	12.31	0.0
14.7	-27.56	6.14	0.0
16.41	-28.87	10.79	0.0
13.86	-28.12	-1.53	0.0
14.87	-29.86	-5.03	0.0
13.65	-28.6	-0.35	0.0
15.47	-28.64	3.59	0.0
14.3	-27.58	7.3	0.0
11.23	-26.61	7.64	0.0
16.18	-27.16	5.1	0.0
15.09	-29.51	1.45	0.0
15.0	-28.17	6.67	0.0
14.45	-27.04	8.86	0.0
15.51	-27.0	8.96	0.0
15.77	-27.64	-0.21	0.0
14.65	-28.3	5.71	0.0
14.27	-26.34	4.75	0.0
14.47	-27.01	10.78	0.0
14.82	-27.28	6.18	0.0
14.68	-27.18	4.22	0.0
14.29	-25.04	4.3	0.0
14.78	-27.6	4.08	0.0
14.51	-26.13	9.16	0.0
13.49	-28.02	6.15	0.0
