x	n	u	Events
-7.06	-61.05	3.58	0.0
-7.62	-60.07	0.84	0.0
-6.72	-61.44	3.98	0.0
-0.69	-60.25	15.24	0.0
-5.71	-59.5	5.73	0.0
-7.16	-59.42	8.72	0.0
-8.31	-58.95	4.22	0.0
-6.8	-57.9	-6.78	0.0
-8.39	-60.43	-0.15	0.0
-7.96	-60.15	5.35	0.0
-6.36	-59.17	-0.57	0.0
-6.01	-59.4	0.27	1.0
-8.02	-59.95	-4.63	1.0
-7.76	-60.04	3.79	1.0
-7.54	-59.62	5.93	1.0
-8.07	-59.98	2.61	1.0
-6.81	-60.13	6.85	1.0
-6.91	-58.69	0.7	1.0
-5.89	-59.32	0.11	1.0
-7.43	-59.85	7.0	1.0
-7.31	-59.34	-0.24	1.0
-6.43	-58.18	0.77	1.0
-7.31	-60.58	-1.09	1.0
-8.41	-60.63	-1.95	1.0
-7.67	-59.03	0.35	1.0
-7.09	-59.79	-2.21	1.0
-6.7	-59.05	1.7	1.0
-7.02	-58.19	5.72	1.0
-6.84	-58.47	-3.99	1.0
-5.93	-59.15	2.88	1.0
-7.92	-57.37	9.21	1.0
-5.13	-55.69	-0.06	1.0
-3.05	-54.26	2.45	1.0
1.78	-54.48	7.15	1.0
3.67	-53.95	7.79	1.0
3.96	-53.99	10.75	1.0
4.26	-55.32	11.67	1.0
4.12	-57.04	11.24	1.0
4.16	-59.33	0.68	1.0
5.58	-55.78	9.42	1.0
7.49	-56.97	9.07	1.0
6.93	-57.34	9.76	1.0
7.25	-57.26	8.04	1.0
9.93	-57.9	-0.79	1.0
8.75	-56.69	13.4	1.0
2.68	-58.66	8.05	1.0
7.96	-57.46	16.19	1.0
7.43	-57.42	14.51	1.0
7.67	-58.67	16.8	1.0
2.81	-59.0	0.33	1.0
5.84	-59.38	9.86	1.0
8.49	-58.04	6.85	1.0
7.07	-58.51	7.78	1.0
7.31	-58.41	5.98	1.0
7.77	-58.24	4.25	1.0
9.68	-58.34	8.38	1.0
6.26	-58.78	8.99	1.0
7.86	-58.68	3.59	1.0
9.55	-57.53	6.49	1.0
9.58	-58.23	5.46	1.0
10.21	-59.12	11.26	1.0
10.46	-59.49	3.43	1.0
10.1	-59.25	7.09	1.0
9.5	-59.22	5.22	1.0
8.96	-57.99	13.78	1.0
7.38	-57.85	5.71	1.0
11.46	-59.18	3.06	1.0
10.47	-58.1	0.75	1.0
11.07	-59.21	6.4	1.0
10.58	-59.0	2.73	1.0
7.7	-59.89	3.46	1.0
10.54	-61.14	5.53	1.0
8.25	-60.13	7.47	1.0
9.77	-60.21	4.76	1.0
12.19	-59.19	2.86	1.0
9.03	-59.39	-0.01	1.0
11.95	-60.85	8.71	1.0
11.36	-64.58	8.32	1.0
13.19	-64.36	11.43	1.0
13.41	-64.74	7.11	1.0
14.47	-65.41	9.72	1.0
17.05	-63.4	7.17	1.0
17.14	-66.01	3.82	1.0
23.22	-65.01	5.26	1.0
18.9	-66.11	11.05	1.0
18.36	-66.08	10.25	1.0
19.64	-65.63	4.8	1.0
17.78	-66.01	12.48	1.0
18.56	-65.39	10.01	1.0
18.92	-65.24	5.05	1.0
18.27	-65.37	9.39	1.0
18.33	-66.1	7.94	1.0
17.88	-64.66	10.13	1.0
18.98	-66.53	9.62	1.0
17.64	-65.72	7.11	1.0
18.05	-66.92	4.93	1.0
20.24	-66.31	6.24	1.0
18.14	-66.29	1.1	1.0
19.68	-66.54	3.52	1.0
19.47	-66.32	7.24	1.0
19.95	-66.15	3.37	1.0
19.3	-65.18	7.88	1.0
18.76	-64.79	11.13	1.0
22.48	-65.3	2.8	1.0
20.51	-65.78	5.5	1.0
19.2	-65.89	-0.15	0.0
18.4	-65.64	6.86	0.0
19.07	-65.14	8.57	0.0
19.29	-65.2	4.47	0.0
18.81	-66.04	6.74	0.0
20.09	-65.91	8.09	0.0
18.99	-64.8	-0.06	0.0
19.24	-64.79	2.81	0.0
19.51	-66.36	3.01	0.0
19.73	-65.1	8.22	0.0
20.23	-66.81	5.94	0.0
18.17	-65.33	-0.66	0.0
23.79	-64.3	-4.69	0.0
18.84	-66.62	7.98	1.0
20.28	-65.34	-3.66	1.0
20.54	-65.43	11.33	1.0
19.25	-65.14	-2.3	1.0
20.91	-65.35	1.89	1.0
19.86	-66.66	0.04	1.0
20.2	-66.42	2.72	1.0
20.56	-64.73	4.06	1.0
22.51	-65.81	6.21	1.0
21.06	-65.93	2.36	1.0
20.84	-64.97	10.41	1.0
21.45	-66.08	4.1	1.0
22.15	-65.8	3.79	1.0
22.71	-64.55	3.36	1.0
24.37	-64.13	9.99	0.0
22.75	-65.28	7.87	0.0
22.11	-66.79	-0.65	0.0
22.92	-66.03	6.08	0.0
22.21	-66.66	4.38	0.0
24.73	-66.81	-0.74	0.0
23.67	-67.06	-2.61	0.0
22.39	-66.84	1.27	0.0
22.43	-66.3	4.86	0.0
24.73	-65.49	1.89	0.0
24.42	-66.46	-5.34	0.0
25.81	-65.96	1.25	0.0
23.27	-66.77	1.31	0.0
26.89	-66.96	3.07	0.0
23.46	-67.67	6.45	0.0
22.83	-66.34	-2.98	0.0
22.41	-66.41	-0.49	0.0
23.67	-67.7	-4.0	0.0
23.09	-68.03	2.57	0.0
23.03	-66.12	4.41	0.0
18.91	-65.29	-0.45	0.0
21.76	-67.54	-1.5	0.0
23.58	-66.35	-2.21	0.0
23.98	-66.92	6.22	0.0
23.02	-65.7	5.71	0.0
24.73	-66.66	4.68	0.0
24.97	-65.77	0.44	0.0
23.23	-66.99	-2.95	0.0
24.16	-66.54	-0.82	0.0
23.29	-66.04	-0.31	0.0
22.03	-66.01	-0.42	0.0
26.76	-68.31	0.33	0.0
25.67	-65.07	-0.57	0.0
24.49	-64.58	2.56	0.0
21.29	-65.1	1.3	0.0
22.04	-65.15	-0.17	0.0
22.91	-64.47	-3.49	0.0
22.75	-65.43	-0.27	0.0
26.02	-63.61	-6.47	0.0
29.27	-65.48	-4.1	0.0
23.85	-66.23	-8.19	0.0
23.67	-65.39	-1.41	0.0
23.26	-65.45	-0.86	0.0
23.56	-63.9	1.19	0.0
22.88	-64.13	-1.69	0.0
23.94	-64.53	-3.49	0.0
23.3	-64.5	-3.74	0.0
23.18	-64.52	1.53	0.0
22.3	-65.15	-1.7	0.0
23.71	-63.98	-0.31	0.0
23.81	-63.39	-4.26	0.0
23.42	-63.48	-0.54	0.0
24.1	-64.6	-2.31	0.0
22.23	-63.41	-2.89	0.0
23.42	-63.83	-0.49	0.0
22.68	-63.08	3.21	0.0
22.64	-64.88	0.37	0.0
23.05	-64.05	1.01	0.0
22.72	-63.76	-6.31	0.0
22.56	-64.1	-6.44	0.0
23.0	-63.54	1.33	0.0
22.31	-64.41	-4.1	0.0
22.43	-63.52	-3.64	0.0
23.16	-63.94	-6.73	0.0
23.33	-63.75	-7.08	0.0
21.79	-63.24	-9.39	0.0
22.67	-62.77	-0.21	0.0
21.52	-63.32	-1.96	0.0
22.4	-62.55	-4.46	0.0
22.75	-62.98	-4.14	0.0
22.64	-63.4	-2.57	0.0
21.52	-64.8	2.21	0.0
23.06	-62.3	-1.66	0.0
22.07	-62.88	-3.95	0.0
21.81	-62.73	-6.06	0.0
19.88	-63.18	-5.97	0.0
21.14	-64.05	-5.7	0.0
21.69	-62.57	3.01	0.0
23.62	-62.72	-0.82	0.0
20.26	-61.55	1.14	0.0
20.47	-61.76	-4.27	0.0
20.65	-61.15	0.77	0.0
21.6	-61.05	2.19	0.0
22.68	-64.41	2.53	0.0
19.96	-62.17	0.62	0.0
20.77	-62.2	2.82	0.0
19.79	-61.87	0.22	0.0
21.81	-63.62	-0.85	0.0
18.86	-60.86	1.94	0.0
19.48	-62.11	-3.16	0.0
22.28	-62.12	1.29	0.0
19.64	-60.95	3.2	0.0
20.27	-62.63	-2.8	0.0
20.66	-60.2	-1.36	0.0
20.16	-59.96	-6.38	0.0
20.77	-59.44	0.28	0.0
19.98	-60.08	0.85	0.0
19.44	-59.69	0.62	0.0
20.17	-60.4	2.14	0.0
19.23	-60.57	4.78	0.0
19.04	-60.26	4.6	0.0
18.83	-58.5	3.57	0.0
19.97	-60.19	0.85	0.0
23.26	-58.93	-0.41	0.0
21.6	-59.07	2.61	0.0
20.18	-58.47	1.08	0.0
24.08	-57.43	1.12	0.0
22.08	-59.07	5.62	0.0
20.18	-60.1	5.82	0.0
21.58	-57.25	1.58	0.0
22.56	-60.38	1.72	0.0
19.12	-59.7	-1.19	0.0
20.08	-58.7	6.07	0.0
19.59	-57.91	-1.46	0.0
16.12	-57.16	-2.02	0.0
21.54	-59.06	1.25	0.0
19.34	-58.77	1.93	0.0
20.84	-59.04	-5.44	0.0
21.74	-58.06	7.38	0.0
23.33	-59.1	11.26	0.0
24.85	-57.32	2.6	0.0
23.63	-59.42	8.49	0.0
23.65	-58.15	5.6	0.0
23.01	-58.74	3.54	0.0
20.39	-56.36	1.71	0.0
27.29	-57.85	6.65	0.0
18.02	-58.03	2.25	0.0
19.37	-58.3	6.3	0.0
20.61	-58.74	7.8	0.0
19.05	-57.83	8.99	0.0
20.19	-57.87	3.69	0.0
20.63	-58.05	4.66	0.0
19.96	-56.44	2.71	0.0
18.06	-56.4	0.76	0.0
19.0	-58.49	-0.3	0.0
20.72	-57.27	2.41	0.0
18.97	-58.11	4.97	0.0
19.55	-57.32	8.1	0.0
18.69	-57.97	3.64	0.0
22.67	-58.52	5.53	0.0
19.38	-58.4	1.7	0.0
16.67	-56.69	0.32	0.0
16.57	-55.3	-5.14	0.0
17.34	-57.6	2.29	0.0
18.57	-57.07	8.16	0.0
20.72	-57.78	0.66	0.0
19.21	-57.23	5.15	0.0
19.98	-56.95	7.35	0.0
20.15	-58.67	3.39	0.0
19.4	-56.83	0.21	0.0
18.33	-56.88	-2.42	0.0
19.67	-56.47	1.96	0.0
19.22	-55.91	2.92	0.0
18.33	-56.27	0.84	0.0
18.79	-55.99	2.86	0.0
17.78	-55.2	12.15	0.0
16.47	-56.39	7.2	0.0
17.67	-55.87	0.88	0.0
17.3	-55.9	0.13	0.0
17.93	-55.52	-1.84	0.0
16.8	-55.94	-6.55	0.0
15.35	-55.19	-4.35	0.0
16.49	-56.44	1.25	0.0
16.64	-54.2	2.74	0.0
16.87	-55.17	0.25	0.0
16.29	-55.12	-0.79	0.0
16.98	-56.1	2.94	0.0
17.36	-55.22	2.79	0.0
14.88	-55.31	-4.44	0.0
15.04	-55.93	-2.77	0.0
15.06	-54.11	-0.84	0.0
15.57	-54.94	0.34	0.0
18.26	-54.39	5.19	0.0
17.9	-54.6	5.44	0.0
16.39	-54.54	6.16	0.0
13.95	-54.58	-1.71	0.0
15.34	-55.13	4.64	0.0
15.35	-54.51	6.57	0.0
14.52	-54.01	2.6	0.0
15.98	-53.84	5.42	0.0
14.24	-54.01	3.61	0.0
14.53	-54.13	9.88	0.0
12.44	-51.98	-0.77	0.0
11.08	-54.01	0.06	0.0
12.17	-54.05	4.06	0.0
14.89	-53.3	5.41	0.0
12.94	-52.0	4.07	0.0
14.47	-54.24	4.41	0.0
12.1	-53.15	4.55	0.0
15.19	-52.97	3.23	0.0
13.92	-54.38	4.41	0.0
14.93	-53.1	4.95	0.0
14.4	-51.61	4.22	0.0
14.58	-51.59	9.59	0.0
13.79	-51.89	6.45	0.0
14.49	-52.5	0.9	0.0
14.06	-52.75	4.31	0.0
14.86	-51.54	2.32	0.0
13.59	-52.39	1.6	0.0
13.69	-52.11	3.84	0.0
12.2	-51.05	0.44	0.0
12.06	-51.7	7.79	0.0
13.44	-50.66	5.97	0.0
13.96	-52.22	-4.7	0.0
14.99	-51.22	4.41	0.0
13.86	-52.57	6.14	0.0
14.62	-51.7	13.29	0.0
15.68	-51.61	12.85	0.0
13.77	-50.87	7.53	0.0
14.23	-50.89	8.04	0.0
14.54	-51.34	-2.44	0.0
15.7	-49.58	5.53	0.0
14.31	-50.54	12.9	0.0
13.04	-51.42	11.66	0.0
13.94	-51.73	11.84	0.0
13.1	-51.66	18.9	0.0
11.17	-52.2	8.99	0.0
14.79	-50.84	5.45	0.0
14.54	-51.19	3.93	0.0
16.57	-52.59	2.05	0.0
13.81	-51.77	7.29	0.0
13.0	-49.82	12.3	0.0
13.38	-48.36	13.54	0.0
13.28	-51.11	0.35	0.0
14.0	-51.3	2.72	0.0
13.65	-49.18	7.54	0.0
14.56	-50.46	9.1	0.0
14.24	-49.97	9.92	0.0
14.34	-49.0	9.17	0.0
13.61	-49.65	2.49	0.0
11.35	-48.52	6.9	0.0
13.01	-49.17	5.27	0.0
12.81	-50.01	0.24	0.0
13.73	-49.72	4.29	0.0
13.3	-49.81	9.53	0.0
12.46	-49.73	2.18	0.0
12.88	-48.0	3.25	0.0
13.78	-49.21	3.84	0.0
11.44	-46.87	3.6	0.0
14.42	-47.98	9.06	0.0
13.0	-48.92	11.46	0.0
15.75	-50.35	17.65	0.0
12.59	-47.76	3.26	0.0
11.2	-48.25	7.62	0.0
13.62	-48.66	5.81	0.0
13.29	-48.17	7.05	0.0
8.11	-48.76	2.04	0.0
12.45	-47.74	3.85	0.0
12.02	-48.02	3.6	0.0
13.32	-48.27	6.77	0.0
12.75	-46.84	10.71	0.0
13.24	-48.56	5.85	0.0
11.9	-47.27	1.31	0.0
12.28	-49.18	-5.27	0.0
11.54	-48.21	3.57	0.0
10.4	-47.72	6.51	0.0
12.38	-48.28	10.83	0.0
12.62	-44.03	19.38	0.0
10.89	-49.52	0.02	0.0
11.36	-48.25	9.79	0.0
11.5	-47.12	12.04	0.0
12.3	-46.0	15.72	0.0
9.38	-44.47	6.83	0.0
11.78	-46.31	5.21	0.0
9.61	-47.97	1.54	0.0
11.23	-47.48	7.26	0.0
10.15	-47.0	10.27	0.0
9.27	-48.13	10.67	0.0
7.96	-49.94	3.35	0.0
8.78	-47.4	6.74	0.0
9.41	-47.58	5.54	0.0
11.07	-48.23	4.53	0.0
10.8	-46.45	3.26	0.0
8.52	-47.03	3.79	0.0
9.31	-49.25	2.58	0.0
12.09	-46.87	-0.03	0.0
9.93	-47.23	5.35	0.0
9.23	-46.91	3.22	0.0
11.17	-46.11	7.33	0.0
9.7	-47.99	0.29	0.0
10.48	-48.92	-1.96	0.0
10.73	-48.75	3.1	0.0
11.95	-48.42	5.89	0.0
11.6	-46.28	15.12	0.0
8.14	-47.12	10.51	0.0
13.91	-45.77	10.76	0.0
9.51	-45.51	5.69	0.0
10.74	-48.41	6.3	0.0
9.94	-45.82	4.13	0.0
10.67	-47.17	4.93	0.0
11.11	-46.4	2.28	0.0
10.65	-45.52	5.75	0.0
10.5	-46.08	2.92	0.0
10.32	-46.38	4.12	0.0
11.15	-45.81	3.21	0.0
9.56	-46.13	-1.19	0.0
8.29	-46.25	2.45	0.0
9.56	-47.8	1.66	0.0
7.5	-46.28	4.14	0.0
8.13	-48.29	6.09	0.0
7.8	-47.35	3.45	0.0
8.42	-47.11	4.24	0.0
9.32	-46.3	8.76	0.0
7.43	-45.41	7.69	0.0
6.77	-44.95	1.25	0.0
7.78	-46.04	5.07	0.0
8.64	-44.64	11.05	0.0
7.98	-43.76	13.04	0.0
8.2	-44.84	10.65	0.0
9.45	-46.36	12.3	0.0
8.97	-45.01	6.53	0.0
7.91	-44.61	6.48	0.0
7.88	-45.35	6.88	0.0
8.66	-44.02	3.77	0.0
7.62	-44.61	3.9	0.0
8.85	-44.49	6.12	0.0
8.56	-43.87	2.99	0.0
9.34	-41.92	5.65	0.0
10.32	-45.0	1.73	0.0
10.17	-45.03	5.42	0.0
10.23	-44.87	6.01	0.0
6.31	-44.61	4.93	0.0
7.08	-45.14	10.73	0.0
7.39	-45.16	4.73	0.0
7.35	-45.27	9.47	0.0
5.94	-44.59	6.14	0.0
8.71	-45.39	8.13	0.0
8.78	-43.69	7.8	0.0
7.87	-43.64	7.39	0.0
8.39	-47.25	-0.02	0.0
13.97	-46.28	8.01	0.0
9.11	-43.76	0.5	0.0
8.36	-44.96	3.92	0.0
7.9	-43.13	5.46	0.0
8.93	-43.08	3.36	0.0
7.55	-43.9	4.49	0.0
5.66	-42.38	9.43	0.0
6.78	-45.07	6.05	0.0
6.51	-43.54	1.09	0.0
8.23	-43.32	7.29	0.0
8.21	-42.91	0.79	0.0
5.64	-42.45	0.58	0.0
9.42	-44.61	6.4	0.0
6.87	-41.09	4.85	0.0
6.26	-40.6	12.15	0.0
7.58	-41.75	5.26	0.0
7.04	-43.2	6.98	0.0
6.0	-41.07	2.68	0.0
6.56	-41.69	8.39	0.0
8.54	-39.35	9.2	0.0
10.69	-40.94	4.71	0.0
6.3	-42.9	6.71	0.0
7.98	-41.95	1.46	0.0
5.86	-42.02	0.47	0.0
4.96	-39.57	9.85	0.0
7.41	-39.9	6.06	0.0
12.35	-44.31	-1.09	0.0
6.02	-41.15	9.17	0.0
14.57	-42.68	2.01	0.0
16.05	-41.52	-2.98	0.0
9.5	-40.99	6.28	0.0
4.13	-40.57	-2.92	0.0
5.84	-40.73	2.16	0.0
6.09	-40.76	3.18	0.0
6.09	-40.86	3.29	0.0
6.46	-40.3	-0.66	0.0
5.91	-40.96	2.69	0.0
6.89	-41.59	0.92	0.0
6.99	-42.2	5.05	0.0
6.02	-42.63	9.11	0.0
3.64	-40.55	-2.3	0.0
6.13	-40.05	1.92	0.0
5.51	-40.28	3.25	0.0
5.47	-40.26	3.25	0.0
6.07	-41.07	3.51	0.0
5.56	-41.11	-1.97	0.0
5.12	-40.03	5.02	0.0
7.14	-37.07	9.87	0.0
6.57	-38.27	6.9	0.0
5.94	-41.1	-5.68	0.0
5.49	-38.89	0.92	0.0
3.35	-38.55	6.84	0.0
3.07	-40.4	4.13	0.0
4.84	-39.59	4.63	0.0
6.61	-40.91	-0.36	0.0
4.97	-39.99	3.18	0.0
3.6	-40.52	0.22	0.0
5.27	-39.53	6.23	0.0
4.47	-39.89	1.96	0.0
4.01	-38.8	-0.43	0.0
3.18	-39.59	5.5	0.0
3.74	-37.33	13.6	0.0
4.04	-39.41	-0.39	0.0
4.18	-38.02	-2.28	0.0
3.89	-39.89	0.46	0.0
4.73	-41.1	-4.58	0.0
4.18	-40.92	3.6	0.0
3.79	-39.04	-9.62	0.0
3.89	-38.98	-1.19	0.0
3.25	-38.31	1.08	0.0
3.51	-38.25	-0.08	0.0
1.68	-38.99	-0.53	0.0
2.58	-37.42	4.44	0.0
1.53	-36.79	5.26	0.0
2.62	-38.64	3.64	0.0
2.26	-38.49	1.67	0.0
3.46	-37.45	2.86	0.0
2.94	-37.37	3.32	0.0
3.31	-37.0	6.18	0.0
5.7	-40.38	0.26	0.0
11.47	-37.99	2.8	0.0
9.78	-39.68	1.68	0.0
11.64	-37.75	4.62	0.0
7.55	-37.78	11.3	0.0
10.69	-39.17	9.28	0.0
9.4	-40.67	10.62	0.0
11.21	-37.86	11.93	0.0
10.74	-39.13	15.01	0.0
10.38	-37.06	5.31	0.0
5.21	-36.43	8.67	0.0
5.34	-36.85	4.57	0.0
4.58	-36.46	5.2	0.0
5.64	-35.88	7.71	0.0
5.57	-38.06	5.7	0.0
5.79	-36.76	8.58	0.0
5.27	-36.85	9.19	0.0
6.1	-36.85	6.91	0.0
8.3	-36.28	0.57	0.0
5.36	-37.4	-2.85	0.0
8.13	-35.05	-1.51	0.0
7.33	-35.57	-4.09	0.0
9.24	-35.99	-2.44	0.0
4.72	-36.42	-2.83	0.0
6.15	-36.59	1.52	0.0
6.54	-37.69	6.88	0.0
5.79	-36.82	5.5	0.0
6.12	-36.92	2.93	0.0
5.96	-37.34	1.96	0.0
4.25	-36.89	5.01	0.0
6.47	-38.05	-1.41	0.0
6.14	-37.21	2.08	0.0
13.47	-37.51	-1.7	0.0
6.58	-34.93	4.44	0.0
5.91	-35.92	0.85	0.0
6.73	-37.71	0.55	0.0
6.44	-36.29	6.27	0.0
7.03	-37.52	-0.04	1.0
6.34	-36.77	-0.21	1.0
5.54	-36.5	1.66	1.0
7.29	-35.5	-5.27	1.0
8.31	-34.34	0.12	1.0
5.01	-35.76	2.08	1.0
6.47	-33.07	0.45	1.0
7.66	-33.32	2.84	1.0
8.05	-33.89	3.42	1.0
8.9	-34.55	7.36	1.0
9.28	-34.37	3.06	1.0
9.65	-34.18	4.3	1.0
10.94	-33.87	5.62	1.0
10.01	-35.42	3.58	1.0
10.59	-34.54	10.25	1.0
10.13	-35.55	-3.17	1.0
10.72	-34.4	2.75	1.0
11.35	-35.41	0.23	1.0
10.6	-35.59	3.16	1.0
11.45	-35.24	2.86	1.0
11.39	-35.13	-0.04	1.0
9.93	-35.13	0.9	1.0
11.17	-34.93	-1.35	1.0
12.75	-35.24	0.67	1.0
11.43	-35.43	0.91	1.0
11.93	-34.73	1.09	1.0
12.19	-34.64	1.53	1.0
11.41	-34.54	5.37	1.0
11.43	-34.59	3.62	1.0
13.6	-33.74	5.04	1.0
13.35	-33.26	8.42	1.0
12.56	-34.65	4.14	0.0
13.95	-34.85	7.93	0.0
14.44	-34.68	11.46	0.0
13.3	-34.66	3.51	0.0
15.98	-36.65	3.72	0.0
15.46	-33.73	7.95	0.0
10.82	-34.44	9.25	0.0
12.74	-34.5	6.45	0.0
10.34	-34.1	6.71	0.0
10.04	-34.09	0.31	0.0
13.11	-34.42	8.26	0.0
12.74	-34.12	10.66	0.0
11.81	-33.75	7.59	0.0
10.03	-34.49	1.4	0.0
13.06	-35.11	6.09	0.0
11.85	-33.84	7.44	0.0
11.97	-34.0	12.75	0.0
13.11	-33.42	4.3	0.0
13.28	-34.61	2.05	0.0
11.41	-34.03	11.28	0.0
12.22	-34.32	8.41	0.0
14.35	-36.03	11.92	0.0
14.78	-34.78	10.55	0.0
13.42	-34.54	7.85	0.0
14.83	-34.79	5.44	0.0
12.73	-36.1	2.65	0.0
15.52	-36.14	4.94	0.0
13.71	-35.92	7.04	0.0
13.96	-34.76	3.37	0.0
14.9	-34.72	3.67	0.0
14.48	-33.37	6.97	0.0
14.44	-33.18	3.42	0.0
13.94	-33.19	0.24	0.0
12.95	-32.87	4.76	0.0
11.34	-35.27	5.95	0.0
13.2	-34.19	6.35	0.0
13.27	-32.31	7.29	0.0
12.34	-33.52	2.36	0.0
13.03	-33.63	3.63	0.0
12.7	-35.39	7.79	0.0
13.21	-34.5	6.46	0.0
13.56	-33.63	4.29	0.0
13.26	-34.96	11.89	0.0
14.93	-33.65	8.9	0.0
11.88	-35.91	8.22	0.0
12.6	-34.08	7.07	0.0
11.72	-33.58	10.27	0.0
12.22	-34.04	12.25	0.0
12.32	-35.05	8.25	0.0
12.3	-32.73	11.33	0.0
13.28	-32.54	13.06	0.0
15.29	-31.37	7.86	0.0
16.82	-33.51	11.42	0.0
15.67	-33.07	8.81	0.0
13.06	-34.87	10.28	0.0
13.03	-33.64	4.08	0.0
11.92	-36.69	10.34	0.0
13.5	-37.26	10.48	0.0
11.84	-37.67	11.13	0.0
16.11	-36.98	15.39	0.0
12.63	-36.26	10.36	0.0
14.66	-36.17	8.54	0.0
12.62	-37.49	3.03	0.0
14.48	-35.56	9.17	0.0
15.5	-36.51	11.78	0.0
15.16	-36.09	8.66	0.0
14.24	-36.39	9.22	0.0
23.2	-36.01	0.94	0.0
14.3	-35.88	11.05	0.0
16.78	-34.88	6.18	0.0
15.45	-37.35	16.52	0.0
19.69	-38.65	20.5	0.0
15.36	-35.46	11.5	0.0
21.39	-36.15	11.31	0.0
13.67	-35.82	10.48	0.0
17.64	-34.91	12.51	0.0
14.88	-35.53	10.11	0.0
15.28	-35.14	5.7	0.0
12.39	-35.26	8.44	0.0
14.38	-35.61	7.31	0.0
13.41	-32.9	9.55	0.0
14.9	-36.36	6.89	0.0
14.59	-33.24	15.58	0.0
14.51	-35.73	11.49	0.0
13.87	-33.16	12.28	0.0
14.41	-35.29	9.0	0.0
14.74	-37.39	11.99	0.0
15.34	-33.28	5.83	0.0
14.65	-35.06	8.96	0.0
14.59	-35.41	12.69	0.0
15.34	-34.99	15.92	0.0
15.49	-34.27	13.63	0.0
15.18	-34.89	13.28	0.0
13.99	-33.78	17.1	0.0
14.49	-33.86	22.29	0.0
10.48	-34.6	13.78	0.0
13.82	-35.08	7.66	0.0
14.73	-34.84	9.3	0.0
14.58	-34.58	12.19	0.0
13.04	-34.75	6.19	0.0
12.95	-36.14	7.19	0.0
13.18	-35.84	7.95	0.0
14.83	-33.5	8.17	0.0
14.8	-34.84	7.7	0.0
14.59	-33.8	4.12	0.0
14.61	-35.07	10.5	0.0
14.28	-34.54	10.06	0.0
14.98	-33.1	8.98	0.0
13.59	-32.67	10.62	0.0
18.74	-32.65	12.57	0.0
12.88	-33.24	8.35	0.0
13.05	-33.85	12.06	0.0
13.71	-32.93	3.86	0.0
13.98	-35.36	4.41	0.0
14.84	-33.62	6.47	0.0
13.09	-32.39	9.96	0.0
14.07	-33.91	7.18	0.0
13.83	-32.45	9.21	0.0
13.97	-31.85	3.93	0.0
13.7	-30.91	4.24	0.0
12.36	-33.12	8.78	0.0
13.08	-31.68	11.91	0.0
13.0	-32.62	0.61	0.0
14.27	-32.38	-2.04	0.0
21.09	-33.41	7.82	0.0
12.08	-30.17	0.34	0.0
13.57	-32.92	8.07	0.0
12.96	-31.97	8.72	0.0
12.67	-33.04	8.36	0.0
14.0	-32.17	8.79	0.0
12.09	-33.83	1.49	0.0
14.61	-33.19	8.78	0.0
11.25	-33.67	-3.22	0.0
13.29	-34.28	10.11	0.0
12.01	-34.64	6.21	0.0
11.2	-34.16	6.4	0.0
12.21	-31.37	5.53	0.0
11.07	-31.5	3.35	0.0
13.45	-31.76	5.9	0.0
11.94	-32.73	7.39	0.0
12.7	-32.67	7.19	0.0
12.56	-31.48	9.01	0.0
11.62	-32.31	4.44	0.0
13.07	-32.82	0.87	0.0
12.42	-31.73	7.48	0.0
12.18	-31.0	8.53	0.0
12.42	-30.98	12.87	0.0
12.95	-30.8	12.49	0.0
13.05	-30.96	4.04	0.0
11.89	-29.65	8.55	0.0
11.92	-31.81	6.96	0.0
12.01	-30.3	13.13	0.0
11.19	-32.15	6.87	0.0
9.34	-30.98	4.92	0.0
11.07	-30.31	5.44	0.0
11.22	-30.85	6.09	0.0
10.96	-30.73	9.34	0.0
10.91	-30.14	5.94	0.0
10.67	-30.93	1.7	0.0
10.28	-31.39	4.88	0.0
9.19	-31.31	5.9	0.0
10.82	-31.03	9.62	0.0
10.18	-30.24	4.42	0.0
10.34	-31.73	2.56	0.0
8.37	-29.46	10.6	0.0
6.12	-30.78	2.67	0.0
9.4	-28.42	5.97	0.0
9.33	-33.11	-0.49	0.0
9.51	-30.85	0.87	0.0
10.53	-30.65	0.74	0.0
9.11	-30.15	5.19	0.0
9.34	-30.49	7.54	0.0
10.69	-29.93	8.63	0.0
11.42	-30.44	18.8	0.0
7.13	-29.65	6.16	0.0
7.9	-30.4	3.81	0.0
7.93	-28.22	6.98	0.0
6.23	-30.59	1.55	0.0
7.5	-27.19	10.11	0.0
7.54	-25.69	8.8	0.0
6.97	-26.41	12.96	0.0
7.08	-27.3	8.24	0.0
8.78	-28.92	12.71	0.0
4.15	-28.8	2.79	0.0
6.8	-26.87	4.87	0.0
6.32	-28.42	6.03	0.0
6.02	-28.71	1.66	0.0
6.0	-29.08	4.21	0.0
6.92	-27.93	3.14	0.0
6.72	-28.68	2.62	0.0
2.33	-25.67	2.36	0.0
6.79	-27.23	14.91	0.0
7.25	-25.28	13.95	0.0
8.16	-27.83	6.35	0.0
6.26	-25.29	7.84	0.0
6.61	-28.44	9.57	0.0
4.52	-27.47	4.09	0.0
5.65	-27.05	5.19	0.0
5.17	-27.22	6.59	0.0
4.12	-27.1	5.59	0.0
7.21	-26.67	5.83	0.0
5.79	-29.06	6.42	0.0
5.89	-28.17	-1.29	0.0
5.26	-25.65	13.68	0.0
